Date,Open,High,Low,Close,Volume,Adj Close
2017-04-26,825.929993,835.969971,825.51001,834.02002,310900,834.02002
2017-04-25,822.200012,833.049988,820.450012,827.23999,486000,827.23999
2017-04-24,817.00,824.030029,813.169983,822.179993,379000,822.179993
2017-04-21,811.669983,814.549988,807.299988,813.429993,410800,813.429993
2017-04-20,806.50,815.409973,802.849976,814.450012,394400,814.450012
2017-04-19,800.00,817.200012,790.97998,807.700012,1132000,807.700012
2017-04-18,768.00,768.00,753.380005,759.340027,569500,759.340027
2017-04-17,768.919983,773.26001,765.330017,768.280029,386200,768.280029
2017-04-13,765.429993,768.650024,762.47998,764.789978,252200,764.789978
2017-04-12,761.869995,765.00,760.869995,764.26001,247000,764.26001
2017-04-11,766.099976,769.549988,760.630005,764.830017,274700,764.830017
2017-04-10,765.01001,769.409973,765.00,767.039978,225000,767.039978
2017-04-07,764.030029,768.340027,761.090027,767.119995,250200,767.119995
2017-04-06,762.140015,765.950012,760.330017,762.77002,260300,762.77002
2017-04-05,760.880005,775.909973,759.460022,762.799988,366000,762.799988
2017-04-04,765.98999,767.26001,759.340027,762.340027,199600,762.340027
2017-04-03,765.640015,771.570007,760.450012,764.710022,320700,764.710022
2017-03-31,765.369995,769.97998,764.320007,766.469971,306800,766.469971
2017-03-30,765.900024,768.98999,762.429993,766.26001,177700,766.26001
2017-03-29,763.02002,767.530029,759.50,765.679993,246300,765.679993
2017-03-28,767.320007,770.280029,764.280029,764.469971,281000,764.469971
2017-03-27,755.429993,769.119995,753.200012,767.320007,392200,767.320007
2017-03-24,749.77002,761.51001,747.669983,758.00,444300,758.00
2017-03-23,747.400024,751.469971,744.539978,746.179993,189000,746.179993
2017-03-22,747.630005,750.169983,742.51001,748.309998,182400,748.309998
2017-03-21,753.50,757.98999,745.400024,745.950012,394100,745.950012
2017-03-20,747.570007,755.549988,747.02002,750.030029,370300,750.030029
2017-03-17,748.150024,752.200012,745.679993,749.830017,668300,749.830017
2017-03-16,749.049988,750.51001,739.50,743.530029,269900,743.530029
2017-03-15,736.859985,751.429993,735.98999,746.669983,568300,746.669983
2017-03-14,728.849976,740.299988,728.440002,740.080017,454500,740.080017
2017-03-13,733.130005,736.309998,727.380005,733.890015,262100,733.890015
2017-03-10,740.00,740.00,732.640015,734.159973,244900,734.159973
2017-03-09,727.130005,736.969971,727.130005,736.02002,316400,736.02002
2017-03-08,731.00,734.51001,726.789978,728.109985,320900,728.109985
2017-03-07,732.679993,736.340027,729.140015,730.150024,384900,730.150024
2017-03-06,740.679993,742.960022,734.450012,735.700012,399900,735.700012
2017-03-03,740.440002,746.280029,738.919983,744.789978,214200,744.789978
2017-03-02,741.00,745.799988,739.719971,742.570007,268100,742.570007
2017-03-01,736.799988,744.590027,733.080017,741.090027,315500,741.090027
2017-02-28,732.00,739.030029,729.609985,737.00,395200,737.00
2017-02-27,737.369995,739.00,732.609985,734.030029,296800,734.030029
2017-02-24,733.400024,738.799988,731.330017,736.859985,281300,736.859985
2017-02-23,731.299988,736.630005,730.570007,735.349976,268500,735.349976
2017-02-22,729.799988,734.119995,728.590027,732.080017,278500,732.080017
2017-02-21,725.00,733.169983,723.570007,732.169983,481700,732.169983
2017-02-17,718.429993,727.359985,717.640015,724.659973,387600,724.659973
2017-02-16,714.429993,721.73999,712.599976,721.469971,289500,721.469971
2017-02-15,711.630005,719.299988,710.51001,716.73999,302800,716.73999
2017-02-14,712.419983,718.00,710.25,714.919983,308300,714.919983
2017-02-13,705.00,711.289978,700.97998,710.700012,258500,710.700012
2017-02-10,705.919983,708.669983,703.450012,705.52002,268800,705.52002
2017-02-09,701.960022,709.539978,700.25,705.380005,269700,705.380005
2017-02-08,701.51001,704.640015,699.320007,702.669983,344500,702.669983
2017-02-07,704.080017,706.320007,701.50,704.23999,379500,704.23999
2017-02-06,700.049988,706.049988,696.710022,704.960022,323000,704.960022
2017-02-03,700.00,702.950012,697.77002,702.130005,324200,702.130005
2017-02-02,693.140015,700.98999,691.039978,700.159973,349200,700.159973
2017-02-01,690.049988,698.00,687.97998,697.02002,358400,697.02002
2017-01-31,688.22998,697.539978,684.559998,692.690002,380900,692.690002
2017-01-30,687.400024,690.450012,683.659973,690.130005,312000,690.130005
2017-01-27,684.380005,695.26001,682.140015,691.289978,421400,691.289978
2017-01-26,696.309998,699.00,684.429993,687.559998,553900,687.559998
2017-01-25,675.00,700.419983,672.02002,700.00,1134200,700.00
2017-01-24,657.659973,669.780029,653.679993,666.049988,445500,666.049988
2017-01-23,657.539978,661.97998,651.570007,655.030029,272300,655.030029
2017-01-20,661.219971,661.219971,654.23999,656.75,255400,656.75
2017-01-19,662.419983,664.140015,654.099976,658.059998,250300,658.059998
2017-01-18,663.789978,668.00,660.150024,663.070007,196500,663.070007
2017-01-17,664.51001,667.340027,655.00,663.73999,262300,663.73999
2017-01-13,668.00,674.97998,662.590027,664.710022,291300,664.710022
2017-01-12,677.570007,677.570007,661.049988,664.880005,415700,664.880005
2017-01-11,675.900024,688.640015,670.090027,678.159973,631900,678.159973
2017-01-10,642.530029,664.00,641.73999,662.200012,395000,662.200012
2017-01-09,635.190002,643.26001,635.190002,641.299988,386400,641.299988
2017-01-06,634.00,640.859985,634.00,636.109985,294500,636.109985
2017-01-05,630.190002,637.710022,627.450012,632.909973,370200,632.909973
2017-01-04,638.00,638.00,624.719971,629.48999,453000,629.48999
2017-01-03,635.940002,642.179993,635.00,641.789978,264300,641.789978
2016-12-30,638.320007,638.390015,632.25,634.169983,267300,634.169983
2016-12-29,634.570007,639.00,634.570007,636.549988,157600,636.549988
2016-12-28,639.799988,642.409973,633.72998,635.549988,159700,635.549988
2016-12-27,643.039978,647.200012,639.27002,639.51001,119400,639.51001
2016-12-23,639.080017,644.679993,638.320007,640.75,188800,640.75
2016-12-22,631.719971,639.450012,629.960022,637.580017,291700,637.580017
2016-12-21,634.080017,634.609985,630.00,630.289978,179300,630.289978
2016-12-20,638.47998,639.869995,630.030029,634.01001,263800,634.01001
2016-12-19,639.570007,641.47998,635.25,637.909973,290900,637.909973
2016-12-16,639.50,642.880005,634.169983,641.390015,551300,641.390015
2016-12-15,637.140015,641.599976,632.119995,639.00,344400,639.00
2016-12-14,637.640015,644.02002,634.030029,636.590027,387400,636.590027
2016-12-13,636.00,652.200012,635.72998,635.969971,647600,635.969971
2016-12-12,623.809998,635.049988,623.809998,633.73999,396200,633.73999
2016-12-09,619.840027,627.880005,618.799988,625.210022,289800,625.210022
2016-12-08,617.969971,623.00,614.380005,619.460022,300800,619.460022
2016-12-07,620.52002,622.169983,610.710022,619.01001,620500,619.01001
2016-12-06,636.01001,636.909973,618.890015,621.590027,440200,621.590027
2016-12-05,637.299988,638.52002,634.289978,636.950012,293500,636.950012
2016-12-02,634.98999,643.849976,631.119995,636.640015,422300,636.640015
2016-12-01,642.460022,644.00,628.109985,632.330017,447400,632.330017
2016-11-30,650.280029,653.219971,636.76001,643.73999,886800,643.73999
