Date,Open,High,Low,Close,Volume,Adj Close
2017-04-26,160.529999,161.100006,159.889999,160.059998,4327800,160.059998
2017-04-25,161.779999,162.039993,160.380005,160.389999,4858200,160.389999
2017-04-24,161.289993,161.570007,160.419998,160.75,5175700,160.75
2017-04-21,162.050003,162.110001,160.380005,160.380005,5600600,160.380005
2017-04-20,161.320007,162.399994,160.50,162.300003,6486800,162.300003
2017-04-19,161.759995,162.639999,159.600006,161.690002,19282800,161.690002
2017-04-18,170.789993,171.690002,169.830002,170.050003,6194800,170.050003
2017-04-17,169.75,171.300003,169.619995,171.100006,3676500,171.100006
2017-04-13,169.919998,171.360001,169.529999,169.529999,3203900,169.529999
2017-04-12,171.039993,171.199997,170.020004,170.660004,3276900,170.660004
2017-04-11,170.649994,171.229996,168.979996,170.580002,4890200,170.580002
2017-04-10,172.529999,172.559998,171.00,171.199997,3715300,171.199997
2017-04-07,172.080002,172.929993,171.279999,172.139999,3556000,172.139999
2017-04-06,173.470001,173.470001,172.25,172.449997,3416100,172.449997
2017-04-05,174.699997,176.330002,172.809998,172.880005,6199500,172.880005
2017-04-04,173.520004,174.960007,173.259995,174.520004,3097400,174.520004
2017-04-03,173.820007,174.869995,173.380005,174.50,4271600,174.50
2017-03-31,173.979996,174.949997,173.690002,174.139999,2911200,174.139999
2017-03-30,173.860001,174.589996,173.690002,173.860001,3153000,173.860001
2017-03-29,174.300003,174.490005,173.460007,173.940002,3039600,173.940002
2017-03-28,173.940002,175.00,173.00,174.509995,3506300,174.509995
2017-03-27,172.690002,174.160004,172.089996,173.770004,3217700,173.770004
2017-03-24,175.119995,175.50,173.389999,173.830002,3221700,173.830002
2017-03-23,174.429993,175.669998,173.559998,174.820007,3740000,174.820007
2017-03-22,174.039993,175.059998,172.800003,174.779999,3450500,174.779999
2017-03-21,176.009995,176.229996,173.839996,173.880005,3927700,173.880005
2017-03-20,175.649994,176.179993,175.139999,175.699997,2476100,175.699997
2017-03-17,176.289993,176.789993,175.649994,175.649994,5921000,175.649994
2017-03-16,178.460007,179.00,176.820007,177.240005,4311800,177.240005
2017-03-15,175.710007,176.279999,174.75,175.809998,3815500,175.809998
2017-03-14,176.179993,176.820007,175.210007,175.720001,3147500,175.720001
2017-03-13,177.850006,178.059998,176.419998,176.460007,3482200,176.460007
2017-03-10,178.210007,179.490005,177.419998,177.830002,3100300,177.830002
2017-03-09,179.149994,179.25,175.880005,177.179993,5444100,177.179993
2017-03-08,180.75,180.949997,179.300003,179.449997,3557400,179.449997
2017-03-07,180.710007,181.289993,180.199997,180.380005,2980500,180.380005
2017-03-06,179.720001,180.990005,179.570007,180.470001,3204400,180.470001
2017-03-03,180.529999,181.320007,179.759995,180.050003,1822000,180.050003
2017-03-02,181.880005,181.880005,180.429993,180.529999,2913600,180.529999
2017-03-01,180.479996,182.550003,180.029999,181.949997,2960000,181.949997
2017-02-28,179.380005,180.630005,179.350006,179.820007,3272500,179.820007
2017-02-27,181.190002,181.25,179.279999,179.399994,3672000,179.399994
2017-02-24,180.210007,181.490005,179.889999,181.350006,3267800,181.350006
2017-02-23,182.00,182.50,180.919998,181.649994,2250500,181.649994
2017-02-22,180.089996,181.339996,180.089996,181.149994,3013500,181.149994
2017-02-21,180.600006,180.789993,179.119995,180.259995,4346700,180.259995
2017-02-17,181.25,181.570007,180.00,180.669998,3478100,180.669998
2017-02-16,181.449997,182.789993,180.869995,181.429993,3237400,181.429993
