GOOG,871.72998,840.0638352,2017/4/28
MSFT,67.830002,66.22911588,2017/4/28
GE,29.26,29.66207051,2017/4/28
YHOO,48.259998,47.60692283,2017/4/28
PTR,71.099998,71.47936358,2017/4/28
IBM,160.059998,162.4142938,2017/4/28
SNGX,3.37,3.299179124,2017/4/28
ISRG,834.02002,810.5650326,2017/4/28
EGT,1.91,1.821130266,2017/4/28
AAPL,143.679993,142.3922369,2017/4/28
